"real","n_retained","statistic","scored"
661,11,0.356477418599092,TRUE
662,10,0.398824016389344,TRUE
663,12,0.476052653207368,TRUE
664,10,0.534097037116704,TRUE
665,11,0.307656322580975,TRUE
666,8,0.366858645707117,TRUE
667,10,0.686215114003001,TRUE
668,10,0.468689198721179,TRUE
669,6,0.233040094807767,TRUE
670,11,0.469386647571422,TRUE
671,9,0.494382327862128,TRUE
672,15,0.413136762486389,TRUE
673,13,0.516550984173272,TRUE
674,11,0.670482111443946,TRUE
675,5,0.265825874076577,TRUE
676,10,0.383308920444949,TRUE
677,6,0.598367511446538,TRUE
678,3,NA,FALSE
679,6,0.646132995800082,TRUE
680,10,0.35477097751336,TRUE
681,10,0.380444071455869,TRUE
682,13,0.567585570374216,TRUE
683,10,0.354423769830925,TRUE
684,8,0.596335390692557,TRUE
685,9,0.29050448757113,TRUE
686,7,0.595958035855894,TRUE
687,13,0.506575940208233,TRUE
688,9,0.662027164741944,TRUE
689,12,0.29578616043064,TRUE
690,12,0.410268835132056,TRUE
691,14,0.492050328440334,TRUE
692,15,0.585955651584339,TRUE
693,9,0.577151882849429,TRUE
694,8,0.471204129182751,TRUE
695,10,0.495786378140945,TRUE
696,9,0.521567025483176,TRUE
697,7,0.491945504115735,TRUE
698,11,0.541073665125301,TRUE
699,9,0.352354820251346,TRUE
700,9,0.579573023753772,TRUE
701,9,0.476292023799402,TRUE
702,10,0.433040915638614,TRUE
703,5,0.353782401910381,TRUE
704,9,0.466430234836026,TRUE
705,6,0.52858743530138,TRUE
706,9,0.531882981849494,TRUE
707,9,0.520855863530572,TRUE
708,15,0.636293634599879,TRUE
709,7,0.649986496331212,TRUE
710,7,0.554994649044718,TRUE
711,9,0.638468210748036,TRUE
712,13,0.452328497384896,TRUE
713,10,0.624693639049194,TRUE
714,7,0.322084833269428,TRUE
715,10,0.486779203704359,TRUE
716,13,0.540783207817654,TRUE
717,10,0.464783153715709,TRUE
718,7,0.533160555555911,TRUE
719,11,0.392443158124025,TRUE
720,6,0.506380909602064,TRUE
721,7,0.412571636862986,TRUE
722,9,0.724342550845676,TRUE
723,15,0.473665487324217,TRUE
724,10,0.779362801000559,TRUE
725,6,0.230268484744878,TRUE
726,11,0.693338328144688,TRUE
727,12,0.458782054296422,TRUE
728,9,0.341296325428096,TRUE
729,14,0.467369889889034,TRUE
730,13,0.414907923040661,TRUE
731,6,0.625425004689728,TRUE
732,15,0.432015622184816,TRUE
733,9,0.462098885883659,TRUE
734,7,0.468031301890566,TRUE
